resume_text,job_description,match_score,match_label,match_label_lower,resume_len,jd_len
"HR business partner with 6 years in talent management and org development for tech companies. Expert in performance management. Skills: HRBP, Talent Management, Performance Management, Payroll, HRMS, Employee Relations, L&D, Compensation, Succession Planning. HRBP, TechScale (2019-present): Reduced attrition by 18%, designed competency framework, led D&I programs. HR Manager, GrowthCo (2017-2019): Full HR ops. Education: MBA HR, XLRI.","HRBP at a scaling tech company. Required skills: HRBP, talent management, performance management, HRMS, employee relations, L&D, compensation. Responsibilities: partner with business leaders, manage ER cases, drive talent programs, support org design. Preferred: tech industry experience.",0.89,high,high,57,36
"Android developer with 4 years building consumer apps in Kotlin. Strong in MVVM and Jetpack. Skills: Kotlin, Android SDK, Jetpack Compose, MVVM, Retrofit, Room, Firebase, Unit Testing, CI/CD, Play Store. Developer, AppMaker (2021-present): Shipped 2 apps with 1M+ installs, crash rate under 0.2%. Junior Dev, MobileStudio (2020-2021): Feature development. Education: B.Tech CS, PES University.","Android Engineer   at a   health tech  company.    Required skills: Kotlin,  Android SDK,   Jetpack Compose, MVVM,  Retrofit, Room, Firebase,   CI/CD.   Responsibilities:   develop Android app,   optimize performance,   collaborate with backend team.    Preferred: health   or wearables   experience.",0.85,high,high,54,34
"Operations research analyst with 4 years in logistics optimization and quantitative modeling. Strong Python and statistics background. Skills: Python, R, Linear Programming, Simulation, SQL, Excel, Operations Research, Optimization, Statistics, Tableau. Analyst, LogisticSolve (2021-present): Optimized delivery routing saving $550K/year. Intern, SupplyMath (2020-2021): Built inventory models. Education: M.Tech Industrial Engineering, IISc.","Data Scientist at a mobility startup. Required skills: Python, machine learning, SQL, A/B testing, feature engineering, scikit-learn, statistical modeling. Responsibilities: build ETA prediction models, analyze trip data, design experiments, collaborate with product. Preferred: geospatial data, ride-hailing domain.",0.62,medium,medium,49,37
"SRE with 5 years ensuring reliability of high-traffic payment platforms. Expert in incident management and SLOs. Skills: Go, Python, Kubernetes, Prometheus, Grafana, AWS, Terraform, SLO/SLI, PagerDuty, Distributed Systems. SRE, PayPlatform (2020-present): Improved availability from 99.6% to 99.97%, led 40+ incident postmortems. Engineer, CloudOps (2019-2020): Monitoring stack. Education: B.Tech CS, IIIT Bangalore.","Senior SRE at a fintech company. Required skills: Go or Python, Kubernetes, Prometheus, Grafana, AWS, Terraform, incident management, SLO/SLI. Responsibilities: own reliability, build observability tooling, lead incidents, define error budgets. Preferred: payments systems experience.",0.88,low,low,51,34
"Growth marketer with 4 years in SEO and demand generation for B2B SaaS. Strong funnel analytics. Skills: SEO, HubSpot, Email Automation, CRO, Google Analytics, Demand Generation, Content Marketing, A/B Testing, Paid Search, Marketing Ops. Marketer, SaaSDemand (2021-present): Increased MQLs by 65%, built automated email nurture. Executive, GrowthAgency (2020-2021): SEO for 3 B2B clients. Education: B.Tech CS, IIIT Delhi.","Demand Generation Manager at a B2B SaaS company. Required skills: SEO, HubSpot, email automation, demand generation, CRO, analytics, A/B testing, paid search. Responsibilities: own MQL targets, manage paid and organic channels, build nurture programs, report on pipeline. Preferred: B2B SaaS background, ABM experience.",0.86,high,high,58,43
"Talent acquisition lead with 6 years in tech hiring at high-growth startups. Expert in technical sourcing and pipeline strategy. Skills: Technical Recruiting, LinkedIn Recruiter, ATS, Sourcing, Employer Branding, Compensation Benchmarking, Stakeholder Management, Data-Driven Hiring, Team Leadership. Lead, StartupHire (2020-present): Built TA team of 5, filled 150 roles/year, cut TTH from 60 to 35 days. Specialist, TechRecruit (2018-2020): Senior tech mandates. Education: MBA HR, XLRI.","Talent Acquisition Lead at a scaling startup. Required skills: technical recruiting, LinkedIn Recruiter, ATS, sourcing, employer branding, compensation benchmarking, team leadership, data-driven hiring. Responsibilities: own end-to-end tech hiring, build TA team, partner with leadership, drive metrics. Preferred: startup or hyper-growth experience.",0.92,high,high,64,41
"Customer support executive with 1 year handling inbound queries for a SaaS product. Quick learner with good communication. Skills: Customer Support, Zendesk, Email, Excel, Communication, CRM, Ticketing, Basic SQL. Executive, SaaSHelp (2024-present): Resolved 50 tickets/day, maintained 4.4/5 CSAT. Intern, ServiceDesk (2023-2024): Assisted L1 support. Education: BBA, IP University.","Head of Customer Success at a B2B SaaS company. Required skills: customer success, team leadership, Gainsight, NPS, churn management, SaaS, QBRs, executive relationships, upsell strategy. Responsibilities: lead CS team, own NRR, build scalable processes, present to board. Preferred: B2B SaaS, early-stage CS leadership.",0.55,high,high,48,43
"Cloud security engineer with 5 years in AWS security and DevSecOps for fintech companies. Expert in CSPM and container security. Skills: AWS Security, IAM, Terraform, SIEM, Python, Container Security, DevSecOps, Network Security Groups, Vulnerability Management, CloudTrail. Engineer, SecureCloud (2020-present): Reduced misconfigurations by 70% with CSPM tooling, automated IAM policy reviews, led SOC 2 Type II audit. Junior Engineer, SecOps (2019-2020): Security monitoring. Education: B.Tech CS, RVCE.","Cloud Security Engineer at a fintech startup. Required skills: AWS security, IAM, Terraform, SIEM, Python scripting, container security, DevSecOps, vulnerability management. Responsibilities: secure cloud infrastructure, implement CSPM tools, automate controls, manage vulnerability program. Preferred: AWS Security cert, prior fintech.",0.91,high,high,66,39
"Business analyst with 6 years in process improvement and requirements for banking. Skilled bridge between business and technology. Skills: Business Analysis, Requirements Gathering, SQL, Tableau, JIRA, Process Mapping, Stakeholder Mgmt!!, Agile, UAT, Excel@@. BA, FinConsult (2020-present): Led #digital transformation saving $2M, created 40+ BRDs. BA, InsureTech (2018-2020): Workflow documentation. Education: B.Com, Symbiosis.","Business Analyst at an insurance company. Required skills: business analysis, requirements gathering, SQL, process mapping, Agile, Tableau, UAT, stakeholder management. Responsibilities: gather requirements, conduct gap analyses, liaise with IT, support UAT. Preferred: BFSI domain, CBAP cert.",0.89,high,high,52,36
"Finance manager with 8 years in FP&A and investor reporting for PE-backed companies. Expert in LBO models and board decks. Skills: Financial Modeling, FP&A, LBO, Budgeting, Forecasting, Excel, PowerPoint, SAP, GAAP, Stakeholder Management. Manager, PEPortfolio (2018-present): Built 3-year financial models adopted by board, managed $70M budget, supported 2 refinancing transactions. Analyst, CorpFinance (2016-2018): Monthly close and variance. Education: CA, ICAI + CFA Level III.","Finance Manager at a PE-backed healthcare company. Required skills: financial modeling, FP&A, fundraising support, investor reporting, M&A support, Excel, GAAP, stakeholder management. Responsibilities: support CFO, build models, manage FP&A process, present to board. Preferred: PE-backed experience, CA or CFA.",0.92,high,high,64,39
"Sales development representative with 2 years in SaaS outbound sales. Strong prospecting and qualification skills. Skills: Cold Calling, Email Prospecting, Salesforce, LinkedIn Sales Navigator, Lead Qualification, CRM, Demo Scheduling, Objection Handling, Market Research. SDR, B2BSaaS (2023-present): Booked 28 demos/month, exceeded target by 25%. Intern, SalesFunnel (2022-2023): Inbound lead management. Education: BBA, NMIMS Mumbai.","Sales Development Representative at a B2B software company. Required skills: cold calling, email prospecting, Salesforce, LinkedIn Sales Navigator, CRM, lead qualification, demo scheduling. Responsibilities: generate pipeline through outbound, qualify inbound leads, book demos for AEs, report on activity metrics. Preferred: SaaS product familiarity, prior SDR experience.",0.88,high,high,53,46
"Data warehouse engineer with 4 years in SQL Server reporting and OLAP. Solid ETL and BI foundation. Skills: SQL Server, SSAS, SSRS, SSIS, T-SQL, Power BI, Excel, Data Modeling, ETL, Report Design. Engineer, ReportingCo (2021-present): Maintained DWH for 15 business units, optimized 50+ slow queries. Analyst, AnalyticsHub (2020-2021): Built SSRS reports. Education: B.Sc CS, Fergusson Pune.","Data Engineer at a modern data stack company. Required skills: Python, dbt, Snowflake or BigQuery, Airflow, Kafka, data modeling, Git. Responsibilities: build cloud-native pipelines, migrate legacy DWH, implement data quality checks. Preferred: Fivetran or Airbyte experience.",0.57,medium,medium,56,36
"Veterinary pharmacologist with 7 years in drug development and safety testing for animal health products. Published researcher. Skills: Pharmacology, Drug Safety Testing, Animal Models, Lab Management, PCR, Statistical Analysis, R, Scientific Writing, Regulatory Submissions, GLP. Researcher, AnimalPharma (2018-present): Led safety studies for 3 commercial drug approvals, managed lab team of 6. Researcher, VetBioLab (2017-2018): Supported efficacy studies. Education: PhD Veterinary Pharmacology, IVRI.","Product Manager at a B2C consumer tech company. Required skills: product strategy, agile, A/B testing, SQL, analytics, user research, roadmapping. Responsibilities: define roadmap, run experiments, collaborate with engineering and design. Preferred: mobile product or fintech experience.",0.07,low,low,62,36
